int	string	string
111010125	BuildingDamage/bigWorld/Bigworld_item_money	晶体核心
111010126	BuildingDamage/bigWorld/Bigworld_Doodad_money	晶体核心掉落
111010127	BuildingDamage/bigWorld/Bigworld_item_3	大世界野外宝箱
111010128	BuildingDamage/bigWorld/Bigworld_Doodad_Press_3	大世界野外舔包_宝箱
111010129	Level/Item/Buff_Energy_Fast	加速药buff
111010130	BuildingDamage/bigWorld/Bigworld_shop	大世界商人交互组件
111010131	BuildingDamage/bigWorld/Bigworld_Doodad_Press_shop	大世界商人
111010132	BuildingDamage/bigWorld/Bigworld_Gem_Area	野外掉落飞行组件
111010133	BuildingDamage/bigWorld/Bigworld_Gem_Interact	野外掉落飞行交互组件
111010134	BuildingDamage/bigWorld/Bigworld_Gem_Move	野外掉落飞行速度组件
111010135	BuildingDamage/bigWorld/Bigworld_Gem_GemMove	野外掉落飞行速度组件2
111010136	Level/Item/Item_Buff_onlyone	唯一buff
610180206	NPC/NR2/NR2B/Move/MoveDefinition/NR2B_MoveComponent	移动组件
610180207	NPC/NR2/NR2B/Move/MoveDefinition/NR2B_NormalMove	普通移动
610180209	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC1	C区大型油罐Doodad1
610180210	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC2	C区大型油罐Doodad2
610180211	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC3	C区大型油罐Doodad3
610180212	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC4	C区大型油罐Doodad4
610180213	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC5	C区大型油罐Doodad5
610180214	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC6	C区大型油罐Doodad6
610180215	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC7	C区大型油罐Doodad7
610180216	BuildingDamage/Multi_Stage/Doodad1_BrokenBigC8	C区大型油罐Doodad8
610180217	Level/Misizhiyan/MobilePlatform/FixedPathMoveDefinition_P_Building_RedArea_6	A区向下开门移动路径
610180218	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_Shield	鸣神_特武1_换装1_护盾
610180219	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_LockOff	鸣神_特武1_换装1_拦截锁定关闭
610180220	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_LockOn	鸣神_特武1_换装1_拦截锁定开启
610180221	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_LockSetting	鸣神_特武1_换装1_锁定配置
610180222	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_Intercept	鸣神_特武1_换装1_拦截技能
610180223	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_Intercept_LockSetting	鸣神_特武1_换装1_拦截技能锁定配置
610180224	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileL_1	鸣神_特武1_换装1_拦截子弹L1
610180225	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileL_2	鸣神_特武1_换装1_拦截子弹L2
610180226	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_InitialBuff	鸣神_特武1_换装1_初始化Buff
610180227	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileL_3	鸣神_特武1_换装1_拦截子弹L3
610180228	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileR_1	鸣神_特武1_换装1_拦截子弹R1
610180229	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileR_2	鸣神_特武1_换装1_拦截子弹R2
610180230	Level/Misizhiyan/MobilePlatform/P_Building_RedArea_6	导航障碍组件
610180231	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileR_3	鸣神_特武1_换装1_拦截子弹R3
610180232	Level/Misizhiyan/MobilePlatform/MobilePlatform_P_Building_RedArea_6light	开合门灯光
610180233	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_AutoFire	鸣神_特武1_换装1_自动开火
610180234	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_AutoFire_LockSetting	鸣神_特武1_换装1_自动开火锁定配置
610180235	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_AutoFire_ForbidBuff	鸣神_特武1_换装1_关闭自动开火Buff
610180236	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_ProjectileFire	鸣神_特武1_换装1_自动开火子弹
610180242	Mecha/M5/M5_SkillB1_Sp1/M5_SkillB1_Sp1_RecoveryBuff	鸣神_特武1_换装1_周期性回复弹量显示buff
2065485413	Test/ShopComponent	商店
