int	string	uint	uint	string	string
2696	AMD Turion II Ultra Dual-Core Mobile M660	1011	1103	笔记本	amd turion ii ultra dual-core mobile m660
2697	Intel Core i3-4025U @ 1.90GHz	1979	1103	笔记本	intel core i3-4025u
2698	AMD A8-8600P	2240	1103	笔记本	amd a8-8600p
2699	AMD A8-8600P	2240	1103	笔记本	amd a8-8600p radeon r6
2700	AMD A8-8600P	2240	1103	笔记本	"amd a8-8600p radeon r6, 10 compute cores 4c+6g"
2701	Intel Core2 Duo T9600 @ 2.80GHz	1044	1102	笔记本	intel core2 duo t9600
2702	Intel Pentium G640T @ 2.40GHz	1139	1102	台式机	intel pentium g640t
2703	Intel Xeon L5420 @ 2.50GHz	2064	1102	台式机	intel xeon l5420
2704	Intel Xeon L5639 @ 2.13GHz	4419	1102	台式机	intel xeon l5639
2705	AMD Opteron 1389	2079	1102	台式机	amd opteron 1389
2706	AMD Opteron 1389	2079	1102	台式机	quad-core amd opteron 1389
2707	AMD A6-9210	1260	1101	笔记本	amd a6-9210
2708	Intel Celeron N4120 @ 1.10GHz	2522	1101	笔记本	intel celeron n4120
2709	AMD A6-9210	1260	1101	笔记本	amd a6-9210 radeon r4
2710	AMD A6-9210	1260	1101	笔记本	"amd a6-9210 radeon r4, 5 compute cores 2c+3g"
2711	Intel Core M-5Y10 @ 0.80GHz	1878	1100	笔记本	intel core m-5y10
2712	Intel Pentium G645T @ 2.50GHz	1164	1100	台式机	intel pentium g645t
2713	AMD Athlon II X2 240e	1002	1100	台式机	amd athlon ii x2 240e
2714	Intel Core M-5Y10 @ 0.80GHz	1878	1100	笔记本	intel 5y10
2715	AMD Athlon X2 250	855	1099	台式机	amd athlon x2 250
2716	Intel Core i5-2557M @ 1.70GHz	1797	1099	笔记本	intel core i5-2557m
2717	AMD Athlon II X2 220	1028	1099	台式机	amd athlon ii x2 220
2718	AMD Athlon II X2 220	1028	1099	台式机	amd athlon ii x2 221
2719	MediaTek MT6769T	2375	1098	台式机	mediatek mt6769t
2720	AMD Phenom II X4 830	2082	1097	台式机	amd phenom ii x4 830
2721	Intel Celeron 3867U @ 1.80GHz	1488	1097	笔记本	intel celeron 3867u
2722	Intel Pentium 3805U @ 1.90GHz	1182	1097	笔记本	intel pentium 3805u
2723	Intel Xeon X3320 @ 2.50GHz	1986	1097	台式机	intel xeon x3320
2724	MT6769V/CZ	2659	1097	台式机	mt6769v/cz
2725	Intel Xeon E5-2609 v3 @ 1.90GHz	4423	1097	台式机	intel xeon e5-2609 v3
2726	AMD Phenom II X3 720	1524	1096	台式机	amd phenom ii x3 720
2727	AMD Phenom II X4 920	2031	1096	台式机	amd phenom ii x4 920
2728	Intel Core i3-390M @ 2.67GHz	1178	1096	笔记本	intel core i3-390m
2729	Intel Xeon 3075 @ 2.66GHz	1096	1096	台式机	intel xeon 3075
2730	Unisoc ums9230T	2881	1096	台式机	unisoc ums9230t
2731	MediaTek MT6779V/CV	2659	1096	台式机	mediatek mt6779v/cv
2732	Intel Core i3-390M @ 2.67GHz	1178	1096	笔记本	intel core i3 m 390
2733	AMD Athlon X2 255	938	1095	台式机	amd athlon x2 255
2734	AMD Phenom II X2 545	1122	1095	台式机	amd phenom ii x2 545
2735	AMD A6-5345M APU	1122	1094	笔记本	amd a6-5345m
2736	Intel Celeron G530 @ 2.40GHz	1097	1094	台式机	intel celeron g530
2737	Intel Celeron J4005 @ 2.00GHz	1582	1094	台式机	intel celeron j4005
2738	Intel Core2 Duo T9500 @ 2.60GHz	1038	1094	笔记本	intel core2 duo t9500
2739	Intel Celeron J4105 @ 1.50GHz	2903	1093	台式机	intel celeron j4105
2740	HiSilicon Kirin 960	2809	1093	台式机	hisilicon kirin 960
2741	Intel Core i7-2617M @ 1.50GHz	1687	1092	笔记本	intel core i7-2617m
2742	Intel Xeon E5-2608L v4 @ 1.60GHz	7447	1092	台式机	intel xeon e5-2608l v4
2743	Intel Xeon E5620 @ 2.40GHz	3537	1092	台式机	intel xeon e5620
2744	Unisoc T610	2793	1092	台式机	unisoc t610
2745	AMD Athlon X2 240e	1015	1092	台式机	amd athlon x2 240e
2746	Intel Xeon E5-2650L @ 1.80GHz	5929	1091	台式机	intel xeon e5-2650l
2747	Intel Xeon X3230 @ 2.66GHz	2052	1091	台式机	intel xeon x3230
2748	AMD Opteron 6287 SE	6925	1091	台式机	amd opteron 6287 se
2749	MediaTek MT6769Z	2401	1091	台式机	mediatek mt6769z
2750	Intel Xeon E5-2650L @ 1.80GHz	5929	1091	台式机	intel xeon e5-2650l 0
2751	Intel Core2 Duo P8800 @ 2.66GHz	959	1090	笔记本	intel core2 duo p8800
2752	"Qualcomm Technologies, Inc APQ8096"	1652	1090	台式机	"qualcomm technologies, inc apq8096"
2753	Unisoc T310	1373	1090	台式机	unisoc t310
2754	AMD Phenom II N620 Dual-Core	1014	1088	笔记本	amd phenom ii n620 dual-core
2755	Unisoc T612	2774	1088	台式机	unisoc t612
2756	AMD Phenom II N620 Dual-Core	1014	1088	笔记本	amd phenom ii n620
2757	AMD R-272F APU	1215	1087	台式机	amd r-272f
2758	Intel Core2 Extreme X7900 @ 2.80GHz	1093	1087	笔记本	intel core2 extreme x7900
2759	MediaTek MT6769V/CU	2477	1087	台式机	mediatek mt6769v/cu
2760	"Qualcomm Technologies, Inc SDM670"	2447	1087	台式机	"qualcomm technologies, inc sdm670"
2761	Unisoc ums9230H	2908	1086	台式机	unisoc ums9230h
2762	AMD Opteron 6212	4007	1085	台式机	amd opteron 6212
2763	ARM Neoverse-N1 64 Core 0 MHz	28079	1085	台式机	arm neoverse-n1 64 core 0 mhz
2764	Intel Core i5-4302Y @ 1.60GHz	1817	1084	台式机	intel core i5-4302y
2765	Intel Core i7-620LM @ 2.00GHz	1435	1083	笔记本	intel core i7-620lm
2766	Intel Core2 Quad Q9300 @ 2.50GHz	1959	1083	台式机	intel core2 quad q9300
2767	Intel Core i7-620LM @ 2.00GHz	1435	1083	笔记本	intel core i7 l 620
2768	AMD Athlon II X3 425	1551	1082	台式机	amd athlon ii x3 425
2769	AMD A4-3400 APU	1077	1081	台式机	amd a4-3400
2770	AMD A8-3800 APU	1971	1081	台式机	amd a8-3800
2771	Intel Xeon E5-2609 @ 2.40GHz	2623	1081	台式机	intel xeon e5-2609
2772	Intel Xeon E5-2609 @ 2.40GHz	2623	1081	台式机	intel xeon e5-2609 0
2773	Intel Core2 Duo E7300 @ 2.66GHz	945	1080	台式机	intel core2 duo e7300
2774	Intel Core2 Extreme Q9200 @ 2.40GHz	2011	1080	台式机	intel core2 extreme q9200
2775	AMD Phenom II X4 910e	2072	1079	台式机	amd phenom ii x4 910e
2776	Intel Core2 Quad Q6700 @ 2.66GHz	2076	1079	台式机	intel core2 quad q6700
2777	Intel Xeon E5-2418L v2 @ 2.00GHz	5380	1078	台式机	intel xeon e5-2418l v2
2778	AMD Opteron 1220	1036	1077	台式机	amd opteron 1220
2779	Intel Core2 Extreme X7800 @ 2.60GHz	1138	1077	笔记本	intel core2 extreme x7800
2780	Intel Pentium 3825U @ 1.90GHz	1336	1076	笔记本	intel pentium 3825u
2781	AMD Athlon II X2 4300e	990	1074	台式机	amd athlon ii x2 4300e
2782	AMD Opteron 2384	2074	1074	台式机	amd opteron 2384
2783	Unisoc ums312	891	1073	台式机	unisoc ums312
2784	Intel Core i3-2100T @ 2.50GHz	1482	1072	台式机	intel core i3-2100t
2785	Intel Pentium E5400 @ 2.70GHz	938	1072	台式机	intel pentium e5400
2786	Intel Pentium E5400 @ 2.70GHz	938	1072	台式机	pentium dual-core e5400
2787	MT6769V/CT	2499	1071	台式机	mt6769v/ct
2788	Intel Core i3-5015U @ 2.10GHz	1940	1071	笔记本	intel core i3-5015u
2789	AMD Phenom II X3 710	1551	1070	台式机	amd phenom ii x3 710
2790	Intel Celeron J4115 @ 1.80GHz	2708	1070	台式机	intel celeron j4115
2791	AMD Sempron X2 198 Dual-Core	930	1070	台式机	amd sempron x2 198 dual-core
2792	AMD Sempron X2 198 Dual-Core	930	1070	台式机	amd sempron x2 198
2793	AMD Athlon II X2 4400e	978	1069	台式机	amd athlon ii x2 4400e
2794	AMD Phenom II X4 B15e	1825	1069	台式机	amd phenom ii x4 b15e
2795	Intel Core i3-6102E @ 1.90GHz	2349	1068	笔记本	intel core i3-6102e
2796	Virtual @ 3.14GHz	3561	1068	台式机	virtual
2797	Intel Xeon E5-2407 v2 @ 2.40GHz	3504	1068	台式机	intel xeon e5-2407 v2
2798	Intel Core2 Duo E7200 @ 2.53GHz	962	1067	台式机	intel core2 duo e7200
2799	Intel Core2 Duo P9500 @ 2.53GHz	993	1067	笔记本	intel core2 duo p9500
2800	T610-Unisoc	2485	1067	台式机	t610-unisoc
2801	AMD Athlon II X2 4450e	867	1066	台式机	amd athlon ii x2 4450e
2802	Intel Core2 Extreme Q9300 @ 2.53GHz	1918	1065	台式机	intel core2 extreme q9300
2803	Intel Core2 Quad Q8300 @ 2.50GHz	1852	1065	台式机	intel core2 quad q8300
2804	AMD Sempron 130	501	1064	台式机	amd sempron 130
2805	Intel Xeon E5520 @ 2.27GHz	2513	1064	台式机	intel xeon e5520
2806	AMD Turion II Ultra Dual-Core Mobile M640	1016	1063	笔记本	amd turion ii ultra dual-core mobile m640
2807	Intel Core i3-2330E @ 2.20GHz	1823	1063	台式机	intel core i3-2330e
2808	AMD A10-4600M APU	1915	1061	笔记本	amd a10-4600m
2809	AMD Opteron 4274 HE	5776	1060	台式机	amd opteron 4274 he
2810	Intel Celeron 3215U @ 1.70GHz	1144	1060	笔记本	intel celeron 3215u
2811	Intel Xeon X5355 @ 2.66GHz	1979	1060	台式机	intel xeon x5355
2812	MT6769H	2651	1060	台式机	mt6769h
2813	MT6769V	2229	1060	台式机	mt6769v
2814	AMD Athlon II X4 620	1961	1059	台式机	amd athlon ii x4 620
2815	Intel Xeon X3323 @ 2.50GHz	1837	1059	台式机	intel xeon x3323
2816	"Qualcomm Technologies, Inc SM6225"	2551	1059	台式机	"qualcomm technologies, inc sm6225"
2817	Unisoc T700	2449	1059	台式机	unisoc t700
2818	Intel Core i3-2370M @ 2.40GHz	1355	1059	笔记本	intel core i3-2370m
2819	AMD Athlon II X3 420e	1557	1058	台式机	amd athlon ii x3 420e
2820	Intel Pentium B970 @ 2.30GHz	1100	1058	笔记本	intel pentium b970
2821	Intel Xeon E5420 @ 2.50GHz	2005	1058	台式机	intel xeon e5420
2822	AMD Phenom II X3 B73	1538	1056	台式机	amd phenom ii x3 b73
2823	Nvidia Tegra T132	990	1056	台式机	nvidia tegra t132
2824	DO-Regular	819	1055	台式机	do-regular
2825	AMD A8-7200P	2154	1054	笔记本	amd a8-7200p
2826	AMD A8-7200P	2154	1054	笔记本	amd a8-7200p radeon r5
2827	AMD A8-7200P	2154	1054	笔记本	"amd a8-7200p radeon r5, 8 compute cores 4c+4g"
2828	AMD Phenom X2 Dual-Core GE-5060	1566	1053	台式机	amd phenom x2 dual-core ge-5060
2829	Intel Core2 Duo T9550 @ 2.66GHz	929	1053	笔记本	intel core2 duo t9550
2830	AMD A10-7400P	2126	1052	笔记本	amd a10-7400p
2831	AMD A10-7400P	2126	1052	笔记本	amd a10-7400p radeon r6
2832	AMD A10-7400P	2126	1052	笔记本	"amd a10-7400p radeon r6, 10 compute cores 4c+6g"
2833	MediaTek MT6768V/CA	2255	1051	台式机	mediatek mt6768v/ca
2834	Intel Core i7-640LM @ 2.13GHz	1512	1050	笔记本	intel core i7-640lm
2835	Intel Core i7-640LM @ 2.13GHz	1512	1050	笔记本	intel core i7 l 640
2836	AMD A8-6500T APU	1816	1048	台式机	amd a8-6500t
2837	AMD Athlon II X2 240	968	1048	台式机	amd athlon ii x2 240
2838	Intel Core i5-4422E @ 1.80GHz	1907	1048	笔记本	intel core i5-4422e
2839	AMD Phenom 9950 Quad-Core	1933	1047	台式机	amd phenom 9950 quad-core
2840	AMD Phenom X2 Dual-Core GP-7730	884	1047	台式机	amd phenom x2 dual-core gp-7730
2841	AMD Phenom 9950 Quad-Core	1933	1047	台式机	amd phenom 9950
2842	AMD Phenom X2 Dual-Core GP-7730	884	1047	台式机	amd phenom x2 gp-7730
2843	Intel Xeon E5-2603 v4 @ 1.70GHz	4695	1046	台式机	intel xeon e5-2603 v4
2844	Intel Xeon L5630 @ 2.13GHz	2985	1045	台式机	intel xeon l5630
2845	"Qualcomm Technologies, Inc MSM8998"	2724	1045	台式机	"qualcomm technologies, inc msm8998"
2846	Intel Core2 Duo P8700 @ 2.53GHz	963	1044	笔记本	intel core2 duo p8700
2847	AMD Opteron 3280	3720	1043	台式机	amd opteron 3280
2848	AMD A4-9125	1210	1041	笔记本	amd a4-9125
2849	Intel Core2 Duo E6750 @ 2.66GHz	1009	1041	台式机	intel core2 duo e6750
2850	AMD A4-9125	1210	1041	笔记本	amd a4-9125 radeon r3
2851	AMD A4-9125	1210	1041	笔记本	"amd a4-9125 radeon r3, 4 compute cores 2c+2g"
2852	AMD Phenom II X4 B25	2108	1040	台式机	amd phenom ii x4 b25
2853	Intel Pentium G630T @ 2.30GHz	1029	1040	台式机	intel pentium g630t
2854	Intel Celeron 3865U @ 1.80GHz	1281	1040	笔记本	intel celeron 3865u
2855	AMD Phenom II N640 Dual-Core	965	1039	笔记本	amd phenom ii n640 dual-core
2856	Intel Core i5 750S @ 2.40GHz	1326	1039	台式机	intel core i5 750s
2857	AMD Phenom II N640 Dual-Core	965	1039	笔记本	amd phenom ii n640
2858	Intel Core i5 750S @ 2.40GHz	1326	1039	台式机	intel core i5 s 750
2859	AMD Athlon II X4 615e	1967	1037	台式机	amd athlon ii x4 615e
2860	Intel Celeron 4205U @ 1.80GHz	1340	1037	笔记本	intel celeron 4205u
2861	Intel Celeron N4000 @ 1.10GHz	1419	1037	笔记本	intel celeron n4000
2862	Intel Xeon E5-2699A v4 @ 2.40GHz	14917	1037	台式机	intel xeon e5-2699a v4
2863	UIS7862A	2411	1037	台式机	uis7862a
2864	AMD Athlon II X2 215	959	1036	台式机	amd athlon ii x2 215
2865	AMD Athlon 64 X2 Dual Core 6000+	931	1035	台式机	amd athlon 64 x2 dual core 6000+
2866	AMD Opteron 1385	1898	1035	台式机	amd opteron 1385
2867	Intel Core i5-450M @ 2.40GHz	1206	1035	笔记本	intel core i5-450m
2868	Intel Pentium G6950 @ 2.80GHz	1061	1035	台式机	intel pentium g6950
2869	Intel Core M-5Y70 @ 1.10GHz	1759	1035	笔记本	intel core m-5y70
2870	AMD Opteron 1385	1898	1035	台式机	quad-core amd opteron 1385
2871	Intel Core i5-450M @ 2.40GHz	1206	1035	笔记本	intel core i5 m 450
2872	Intel Core M-5Y70 @ 1.10GHz	1759	1035	笔记本	intel 5y70
2873	AMD Athlon 7750 Dual-Core	951	1034	台式机	amd athlon 7750 dual-core
2874	Intel Core2 Duo T7800 @ 2.60GHz	976	1034	笔记本	intel core2 duo t7800
2875	AMD Athlon 7750 Dual-Core	951	1034	台式机	amd athlon 7750
2876	AMD Athlon X4 620	1810	1033	台式机	amd athlon x4 620
2877	Intel Core i5 E 520 @ 2.40GHz	1619	1032	台式机	intel core i5 e 520
2878	T700-Unisoc	2305	1032	台式机	t700-unisoc
2879	AMD PRO A8-8600B	2089	1032	笔记本	amd pro a8-8600b
2880	AMD PRO A8-8600B	2089	1032	笔记本	"amd pro a8-8600b r6, 10 compute cores 4c+6g"
2881	AMD A4-9120	1187	1031	笔记本	amd a4-9120
2882	AMD A8-5550M APU	1854	1031	笔记本	amd a8-5550m
2883	AMD A4-9120	1187	1031	笔记本	amd a4-9120 radeon r3
2884	AMD A4-9120	1187	1031	笔记本	"amd a4-9120 radeon r3, 4 compute cores 2c+2g"
2885	AMD Phenom II X4 905e	1924	1030	台式机	amd phenom ii x4 905e
2886	Intel Core2 Duo E6700 @ 2.66GHz	983	1030	台式机	intel core2 duo e6700
2887	Intel Pentium B980 @ 2.40GHz	1048	1030	笔记本	intel pentium b980
2888	AMD Opteron 6380	6488	1029	台式机	amd opteron 6380
2889	Intel Xeon L5410 @ 2.33GHz	1921	1029	台式机	intel xeon l5410
2890	AMD Athlon II X3 415e	1441	1028	台式机	amd athlon ii x3 415e
2891	Intel Xeon E5-4610 v3 @ 1.70GHz	7229	1027	台式机	intel xeon e5-4610 v3
2892	MT8176	1380	1027	台式机	mt8176
2893	Intel Celeron G550T @ 2.20GHz	1102	1026	台式机	intel celeron g550t
2894	Intel Pentium E5300 @ 2.60GHz	898	1026	台式机	intel pentium e5300
2895	Intel Pentium E5300 @ 2.60GHz	898	1026	台式机	pentium dual-core e5300
2896	AMD Phenom II X4 810	1914	1025	台式机	amd phenom ii x4 810
2897	AMD Sempron 140	472	1025	台式机	amd sempron 140
2898	Intel Core i3-4030U @ 1.90GHz	1868	1025	笔记本	intel core i3-4030u
2899	Intel Xeon 3070 @ 2.66GHz	1025	1024	台式机	intel xeon 3070
2900	Intel Xeon X3430 @ 2.40GHz	2307	1023	台式机	intel xeon x3430
2901	AMD A4-4300M APU	1001	1022	笔记本	amd a4-4300m
2902	Intel Celeron 3755U @ 1.70GHz	1182	1022	笔记本	intel celeron 3755u
2903	Intel Core2 Duo T9300 @ 2.50GHz	955	1022	笔记本	intel core2 duo t9300
2904	Intel Atom x6425RE @ 1.90GHz	2903	1021	台式机	intel atom x6425re
2905	AMD Athlon 64 X2 Dual Core 5600+	911	1020	台式机	amd athlon 64 x2 dual core 5600+
2906	Intel Core i7-740QM @ 1.73GHz	1803	1020	笔记本	intel core i7-740qm
2907	Intel Pentium A1018 @ 2.10GHz	1117	1020	笔记本	intel pentium a1018
2908	Intel Core i7-740QM @ 1.73GHz	1803	1020	笔记本	intel core i7 q 740
2909	Intel Celeron E3300 @ 2.50GHz	822	1019	台式机	intel celeron e3300
2910	Intel Xeon E5410 @ 2.33GHz	1878	1019	台式机	intel xeon e5410
2911	Intel Core i3-380M @ 2.53GHz	1175	1018	笔记本	intel core i3-380m
2912	Intel Xeon W3503 @ 2.40GHz	1065	1018	台式机	intel xeon w3503
2913	Intel Core i3-380M @ 2.53GHz	1175	1018	笔记本	intel core i3 m 380
2914	Intel Xeon Bronze 3106 @ 1.70GHz	5769	1017	台式机	intel xeon bronze 3106
2915	AMD Athlon X2 240	921	1017	台式机	amd athlon x2 240
2916	Intel Core i3-2348M @ 2.30GHz	1252	1016	笔记本	intel core i3-2348m
2917	Snapdragon 835	1784	1016	笔记本	snapdragon 835
2918	AMD A6-4400M APU	1000	1016	笔记本	amd a6-4400m
2919	Intel Celeron 1005M @ 1.90GHz	1078	1014	笔记本	intel celeron 1005m
2920	Intel Core2 Duo T9400 @ 2.53GHz	942	1014	笔记本	intel core2 duo t9400
2921	Intel Xeon E5-2609 v4 @ 1.70GHz	5385	1014	台式机	intel xeon e5-2609 v4
2922	AMD A8-5557M APU	1734	1014	笔记本	amd a8-5557m
2923	AMD Phenom II X4 805	1931	1013	台式机	amd phenom ii x4 805
2924	Intel Core2 Quad Q8200 @ 2.33GHz	1801	1013	台式机	intel core2 quad q8200
2925	AMD Opteron 4386	4378	1012	台式机	amd opteron 4386
2926	AMD Opteron 1381	1797	1011	台式机	amd opteron 1381
2927	Intel Xeon Bronze 3104 @ 1.70GHz	4576	1011	台式机	intel xeon bronze 3104
2928	AMD A6-3650 APU	2005	1010	台式机	amd a6-3650
2929	AMD Athlon 64 X2 Dual Core 5800+	797	1008	台式机	amd athlon 64 x2 dual core 5800+
2930	AMD A4-3300 APU	950	1007	台式机	amd a4-3300
2931	Intel Celeron E3400 @ 2.60GHz	829	1007	台式机	intel celeron e3400
2932	Samsung Exynos 9611	1908	1007	台式机	samsung exynos 9611
2933	AMD Opteron 6276	6245	1005	台式机	amd opteron 6276
2934	Intel Celeron N4100 @ 1.10GHz	2434	1005	笔记本	intel celeron n4100
2935	Intel Core i3-4158U @ 2.00GHz	1718	1005	笔记本	intel core i3-4158u
2936	Intel Xeon E5-2430L @ 2.00GHz	5273	1005	台式机	intel xeon e5-2430l
2937	AMD Athlon II X4 605e	1957	1005	台式机	amd athlon ii x4 605e
2938	Intel Xeon E5-2430L @ 2.00GHz	5273	1005	台式机	intel xeon e5-2430l 0
2939	AMD Athlon Dual Core 5600B	737	1003	台式机	amd athlon dual core 5600b
2940	AMD Opteron 3250 HE	2061	1003	台式机	amd opteron 3250 he
2941	Intel Xeon E5-2450L @ 1.80GHz	5880	1002	台式机	intel xeon e5-2450l
2942	Intel Xeon E5607 @ 2.27GHz	2686	1002	台式机	intel xeon e5607
2943	Intel Xeon E5-2450L @ 1.80GHz	5880	1002	台式机	intel xeon e5-2450l 0
2944	AMD Sempron 145	506	1001	台式机	amd sempron 145
2945	Intel Xeon L5520 @ 2.27GHz	2274	1001	台式机	intel xeon l5520
2946	AMD Athlon 64 FX-62 Dual Core	943	1000	台式机	amd athlon 64 fx-62 dual core
2947	AMD Athlon 64 X2 Dual Core 5400+	907	999	台式机	amd athlon 64 x2 dual core 5400+
2948	Intel Xeon 5150 @ 2.66GHz	840	999	台式机	intel xeon 5150
2949	AMD Athlon II X4 610e	1871	999	台式机	amd athlon ii x4 610e
2950	Intel Core i5-4210Y @ 1.50GHz	1548	997	台式机	intel core i5-4210y
2951	Intel Pentium E5200 @ 2.50GHz	860	997	台式机	intel pentium e5200
2952	Intel Xeon E5507 @ 2.27GHz	1928	997	台式机	intel xeon e5507
2953	Intel Pentium E5200 @ 2.50GHz	860	997	台式机	pentium dual-core e5200
2954	AMD A6-9220C	1072	996	笔记本	amd a6-9220c
2955	AMD A6-9220C	1072	996	笔记本	amd a6-9220c radeon r5
2956	Intel Celeron G540T @ 2.10GHz	1137	995	台式机	intel celeron g540t
2957	Athlon 64 Dual Core 5600+	875	993	台式机	athlon 64 dual core 5600+
2958	Intel Core M-5Y10a @ 0.80GHz	1905	993	笔记本	intel core m-5y10a
2959	Intel Core M-5Y10a @ 0.80GHz	1905	993	笔记本	intel 5y10a
2960	AMD Phenom 9850B Quad-Core	1946	992	台式机	amd phenom 9850b quad-core
2961	Intel Xeon E5-2403 v2 @ 1.80GHz	2873	991	台式机	intel xeon e5-2403 v2
2962	Intel Pentium 1403 @ 2.60GHz	1851	990	台式机	intel pentium 1403
2963	AMD A6-3620 APU	1860	990	台式机	amd a6-3620
2964	Intel Core i3-2350M @ 2.30GHz	1248	989	笔记本	intel core i3-2350m
2965	AMD Phenom II X4 910	1776	988	台式机	amd phenom ii x4 910
2966	Intel Core i5-430M @ 2.27GHz	1195	986	笔记本	intel core i5-430m
2967	Unisoc T606	2499	986	台式机	unisoc t606
2968	Intel Core i5-430M @ 2.27GHz	1195	986	笔记本	intel core i5 m 430
2969	AMD Phenom II P650 Dual-Core	933	985	笔记本	amd phenom ii p650 dual-core
2970	AMD Phenom II P650 Dual-Core	933	985	笔记本	amd phenom ii p650
2971	Intel Core i7-820QM @ 1.73GHz	1729	984	笔记本	intel core i7-820qm
2972	Intel Core i7-820QM @ 1.73GHz	1729	984	笔记本	intel core i7 q 820
2973	Intel Core i7-820QM @ 1.73GHz	1729	984	笔记本	intel core q 820
2974	Samsung Exynos 8895	2998	983	台式机	samsung exynos 8895
2975	Intel Core i3-2328M @ 2.20GHz	1221	983	笔记本	intel core i3-2328m
2976	AMD Phenom 8850 Triple-Core	1142	982	台式机	amd phenom 8850 triple-core
2977	AMD Phenom II X3 740	1424	982	台式机	amd phenom ii x3 740
2978	AMD Turion II Ultra Dual-Core Mobile M600	923	982	笔记本	amd turion ii ultra dual-core mobile m600
2979	Intel Core i7-3555LE @ 2.50GHz	1880	980	笔记本	intel core i7-3555le
2980	Intel Core i7-920XM @ 2.00GHz	1957	980	笔记本	intel core i7-920xm
2981	Intel Core i7-920XM @ 2.00GHz	1957	980	笔记本	intel core i7 x 920
2982	Intel Core i7-920XM @ 2.00GHz	1957	980	笔记本	intel core x 920
2983	Intel Celeron N4000C @ 1.10GHz	1379	979	笔记本	intel celeron n4000c
2984	Intel Xeon E5-2603 v2 @ 1.80GHz	2751	977	台式机	intel xeon e5-2603 v2
2985	AMD Sempron X2 190	879	977	台式机	amd sempron x2 190
2986	Intel Xeon E5-2418L @ 2.00GHz	3518	977	台式机	intel xeon e5-2418l
2987	Intel Xeon E5-2418L @ 2.00GHz	3518	977	台式机	intel xeon e5-2418l 0
2988	AMD Phenom 8600B Triple-Core	1447	976	台式机	amd phenom 8600b triple-core
2989	Intel Pentium 4425Y @ 1.70GHz	1730	976	笔记本	intel pentium 4425y
2990	AMD Phenom 8600B Triple-Core	1447	976	台式机	amd phenom 8600b
2991	AMD Phenom 8750 Triple-Core	1343	974	台式机	amd phenom 8750 triple-core
2992	AMD Phenom II X4 B05e	1906	974	台式机	amd phenom ii x4 b05e
2993	Intel Celeron 1000M @ 1.80GHz	1069	974	笔记本	intel celeron 1000m
2994	AMD Phenom 8750 Triple-Core	1343	974	台式机	amd phenom 8750
2995	AMD Athlon II X3 405e	1331	973	台式机	amd athlon ii x3 405e
2996	Intel Core2 Extreme X6800 @ 2.93GHz	823	973	台式机	intel core2 extreme x6800
